Temperatura,Personas,Electrodomesticos,Consumo_kWh
14.768202786017943,4.0,15.0,45.44114660152736
19.31759368043735,5.0,9.0,45.88429342571494
,5.0,19.0,59.739060328432075
15.17180093037313,1.0,7.0,23.772291027864476
16.02777808580727,4.0,15.0,41.960047819109754
22.0796727132479,4.0,8.0,46.60585523905131
21.59978268816738,2.0,15.0,43.55230669447998
20.74598643422027,1.0,17.0,49.85784511934426
19.174285530056967,1.0,6.0,23.5963099899283
16.486640301935523,3.0,9.0,37.48948953784662
18.08858779598906,4.0,15.0,
37.20843103186074,3.0,15.0,61.496203076872604
18.869593894771143,1.0,10.0,33.32112323859279
29.529504564309697,1.0,11.0,42.11829254320957
19.063319564874753,2.0,12.0,36.33594164036978
28.829264570250306,4.0,,51.61158602807361
28.160224369187645,2.0,17.0,57.7551906413397
24.254446167394256,5.0,18.0,60.54985296972582
18.792950911396932,2.0,10.0,34.00643006816641
15.112019833346032,3.0,12.0,39.75217402963816
26.82873173962794,4.0,17.0,60.34203249007361
15.57998270097532,4.0,7.0,38.16038687895062
15.627139497880139,1.0,7.0,25.17477940902407
29.61420881102206,4.0,14.0,58.53430174255272
29.309412156230227,1.0,10.0,41.678155735414464
22.188279815998303,1.0,7.0,28.312550732298064
20.769014003317864,4.0,18.0,53.74654912606268
18.67851213155153,1.0,12.0,37.828014046550514
23.756677689637502,3.0,7.0,37.202595789846946
19.579842838703016,5.0,16.0,52.99208695114704
14.434563700526677,4.0,14.0,45.727420218519235
18.182347563730662,3.0,15.0,47.375749717092894
23.246016047753677,4.0,10.0,43.77669652228313
14.050956962215286,4.0,10.0,34.377767809566386
17.102370388343523,,16.0,39.48624233255962
22.613808143782524,5.0,6.0,41.42519033886791
30.446460468901364,3.0,20.0,65.1479343461273
22.888749326092558,4.0,17.0,58.68663093388799
22.160030102719144,2.0,13.0,43.68513779615536
31.66607782181618,5.0,,68.5814940141291
16.689526442842997,4.0,12.0,41.13780382276021
18.336854505456433,3.0,14.0,45.380436499329775
26.213706965731472,5.0,12.0,
27.383699937404742,2.0,16.0,48.9931492043918
24.288452690131567,5.0,13.0,52.386383357684615
8.902533387446553,,14.0,31.88695582485023
25.695231711691555,4.0,6.0,43.58983176725097
25.33750528881434,5.0,14.0,61.98472809401805
22.232013180426012,2.0,12.0,43.63765666289954
25.330387982507855,4.0,14.0,53.38069008978768
29.03974241886914,5.0,11.0,55.008008897454225
22.25574593168962,1.0,15.0,41.681504198027106
17.32012569565058,1.0,5.0,18.04549696527907
12.80445346197177,2.0,13.0,40.26672187759031
22.318893642407186,4.0,7.0,41.702819676702646
18.43015951276455,3.0,18.0,54.262272779865896
,1.0,20.0,54.161354839181335
16.337655746992198,4.0,14.0,50.677634062935546
,2.0,14.0,47.87493257653694
25.679560553763984,2.0,5.0,33.97855221935899
24.17159374550332,1.0,5.0,31.375919162641082
16.399794477229808,,,36.54013384656919
26.44547305063218,2.0,,45.9258981257171
23.572534726658898,2.0,11.0,38.606459605567785
9.559977679756805,1.0,9.0,22.444758564542116
24.979543052492037,2.0,12.0,39.561393296853886
11.82068981854896,3.0,18.0,54.2859110270989
16.308591736426255,4.0,9.0,42.681136217432744
27.28821143198313,3.0,12.0,46.51815600182799
25.26384270168727,5.0,19.0,57.035167229189476
18.777665742704222,2.0,13.0,42.855188546865826
17.58268954519736,4.0,18.0,51.989438945286295
23.72846186620111,2.0,19.0,50.8339173074929
13.015862700307693,4.0,8.0,35.16355176380986
24.05354809565156,5.0,18.0,67.39413813052053
20.540882755766702,4.0,11.0,42.99518975161036
25.670738243054792,1.0,14.0,
21.372521674531647,3.0,19.0,59.3371331895184
,4.0,18.0,52.99247010078795
23.011154623240536,5.0,17.0,58.50534541418739
20.25082799558024,3.0,8.0,38.12032423643015
14.89361550747988,2.0,8.0,30.883926308372228
16.182058319893937,1.0,14.0,37.531229732737394
16.96661856256265,2.0,16.0,45.00811879479495
22.250108799123133,5.0,12.0,46.759100626167694
25.827150676336466,1.0,10.0,
,1.0,16.0,48.37396461010897
15.971771999560481,5.0,7.0,36.42655774680108
20.092275789276712,3.0,5.0,33.758159055076895
24.83421819030931,1.0,6.0,29.003634514721647
27.386683727711663,1.0,19.0,54.306975248271456
,5.0,13.0,43.95570640759511
23.418035609068305,4.0,9.0,48.13231358257785
20.048397597074167,5.0,19.0,58.709352641515714
11.229377796532445,3.0,15.0,37.613305419964526
15.526581257425322,5.0,12.0,45.461641433155926
19.16889652702883,5.0,8.0,43.995209474443776
,2.0,5.0,29.932607195650338
20.020608461833604,2.0,18.0,51.373295129290064
18.981523774882717,5.0,5.0,42.84095259506205
23.83696445561084,2.0,14.0,47.6051876545808
17.20494092784694,4.0,7.0,35.78237285949041
14.023516387567332,4.0,10.0,32.6676891367775
24.537613401856042,3.0,20.0,64.05235755453634
18.908147399405955,1.0,6.0,30.79612688880729
25.953964939165118,4.0,8.0,43.91013102452951
17.82797483165643,5.0,17.0,48.70442705672221
28.547349775738162,2.0,18.0,58.197790708616054
15.806289595475867,1.0,10.0,27.007010497285208
15.986312557558447,1.0,17.0,45.41461592191114
25.480733002256258,4.0,9.0,49.43763572490188
30.894922060862562,3.0,5.0,40.96650032436689
18.01841359378648,4.0,15.0,50.26524584490954
29.84919606481653,3.0,18.0,59.2599396994107
29.608317559781298,3.0,14.0,52.54664334055071
25.949577981021026,3.0,14.0,50.49811540909921
20.91389552579792,4.0,8.0,40.54805687439842
11.079700753544023,5.0,13.0,40.601533788866334
14.163657959197964,4.0,8.0,
17.95164869517353,2.0,13.0,42.74505359260784
24.502475535593373,1.0,14.0,46.23064312092262
21.032450733702106,4.0,14.0,48.333874690617996
18.67898400003399,4.0,19.0,59.908290646087934
22.417634227837475,1.0,10.0,36.25690555353049
13.707873580593182,1.0,19.0,
23.90056792897961,4.0,16.0,60.13216206910691
17.21663484046307,3.0,16.0,47.36557723210241
28.349294951605117,5.0,7.0,51.15194314672203
22.752596875440265,1.0,10.0,36.94840550867423
18.174343198717565,4.0,7.0,34.76722339143057
19.314898223737902,3.0,11.0,38.11122896263919
13.943525498868352,4.0,20.0,53.732521239718125
22.82494423562414,4.0,13.0,49.1970644002842
16.946118906174743,5.0,6.0,33.08147940942522
21.423003153098815,3.0,15.0,48.16918460886494
27.700193403924757,1.0,7.0,36.79971801983179
23.690012222056186,5.0,15.0,62.219736027572445
24.37757230909898,1.0,,43.60728822030094
35.195230403321276,5.0,11.0,61.849740181642275
25.455537866748475,2.0,18.0,55.56391961883799
27.556177834975344,4.0,14.0,56.83072955516162
20.71157841080957,1.0,12.0,41.93001416238245
16.02024357238618,,19.0,54.75879812390109
23.122735139068414,,7.0,38.14827126181417
16.18266548516981,1.0,13.0,39.47847846071932
6.920422866492121,2.0,16.0,32.33464315343259
24.969847166798715,2.0,17.0,50.30495673841735
23.656965094883937,1.0,12.0,33.959882501009666
16.635926185643186,1.0,17.0,34.150521866914644
28.447242900476724,3.0,17.0,57.289956396513546
21.572393084819716,3.0,13.0,44.313770839553904
19.616881038934,1.0,11.0,
17.181427343519843,4.0,9.0,39.898662661890704
27.769915274394855,1.0,7.0,36.21126250142413
19.77566973619013,2.0,,37.13842130163256
19.451779890748696,4.0,,44.09094169190135
19.62503377613759,2.0,15.0,43.497293952502055
18.042859679992812,5.0,16.0,55.71852532102632
13.534407002974651,4.0,18.0,
18.294185378208994,5.0,,45.970680965552894
,3.0,14.0,44.41354316081591
25.47192312192754,2.0,,49.948658965507
15.411084780227968,2.0,6.0,32.78945414431865
25.41277676792508,4.0,11.0,49.5336410087546
,2.0,6.0,33.20835255796844
17.907909573039767,3.0,18.0,51.61833496580411
21.113501771889034,4.0,13.0,49.60160878815715
22.162510416075463,5.0,10.0,
22.506357588719986,5.0,16.0,57.8286516815748
24.879806332632562,3.0,9.0,45.67083939787602
23.051884751548094,3.0,11.0,44.29929742337149
14.218428149260813,1.0,18.0,35.10468956080756
18.533423736531528,5.0,14.0,
30.123045399341336,5.0,16.0,64.9455427544705
21.39667231335947,4.0,11.0,47.178594985579835
10.257091318380372,5.0,11.0,43.91628051805991
22.83628633328776,3.0,9.0,38.51550866585875
30.49982350615749,4.0,8.0,50.188167600827434
27.844494059159025,5.0,20.0,67.52718407675489
22.27668949935271,3.0,15.0,49.091675961742375
23.089403896233247,4.0,14.0,53.55313227415342
25.227873780135873,4.0,,
21.208694599631887,2.0,19.0,57.12865170007187
19.555894963640068,5.0,10.0,46.05911248862579
30.160611388291883,1.0,,45.83585105212753
19.993872564093547,2.0,19.0,50.6072651614181
27.046799606991595,2.0,7.0,43.38208957342439
14.112408247330322,1.0,20.0,48.006467079580254
18.058383510008294,2.0,7.0,35.36077539639288
16.217762562387033,1.0,16.0,40.87167069961914
24.052726429696705,1.0,20.0,50.89785778330128
18.8339386011602,2.0,5.0,
,1.0,14.0,41.14702960275551
17.37470590860707,,9.0,33.02525593025888
22.715817728134304,1.0,12.0,40.65743311506182
26.87756044360617,,17.0,57.53423580213119
19.001224444682585,1.0,11.0,36.29979808515659
25.03549530931941,4.0,18.0,57.87233535023344
21.906984196312923,3.0,6.0,41.98358923188975
18.892201990413596,2.0,6.0,27.38782755502455
23.733052003457882,4.0,11.0,52.270038109547855
28.68745684078029,5.0,6.0,46.311397505859375
8.975017942369885,4.0,17.0,44.72593901053445
25.476238470973485,2.0,14.0,47.205784364896225
30.829356998355383,4.0,,73.6115657802453
21.133416209592117,2.0,11.0,36.29887583275274
25.817178546243795,3.0,20.0,60.764533981655504
26.884685314181304,3.0,14.0,51.30981115248224
24.58803130564724,1.0,12.0,
23.245854776878186,5.0,18.0,57.243792611051916
28.52226432771527,1.0,,52.755984845149726
27.58271785890222,4.0,17.0,59.43192137457355
22.930778325954815,1.0,7.0,29.997305372723204
25.314920035914767,5.0,16.0,56.89797091075077
17.475456343348892,4.0,15.0,50.896590040472375
21.205306525884087,4.0,17.0,58.4351670667031
22.659326437687305,4.0,7.0,42.27296955410464
21.780741040233767,5.0,19.0,58.98108590282563
18.6682220277378,2.0,15.0,
28.326490714426356,2.0,12.0,52.98018959258998
23.75313378444579,1.0,,40.78659362396444
25.68835742068894,1.0,8.0,38.597850015339695
15.49924276045921,2.0,20.0,54.516762948749005
19.443181972191784,4.0,18.0,58.443055450857
,1.0,7.0,28.18899685155496
21.082417067348626,3.0,20.0,56.2143612000789
30.411886480568093,1.0,7.0,43.38326278867371
34.66661856388728,1.0,19.0,53.30418685221681
23.004807764936505,1.0,16.0,45.228481514380896
23.88239476943395,1.0,15.0,48.00583077629722
21.03331230322511,5.0,6.0,39.58957250914001
19.318134457295347,2.0,20.0,50.530859130885126
26.45182614577545,3.0,6.0,33.20927290724104
19.97114691954701,4.0,13.0,46.08049089766925
16.81280494161875,2.0,7.0,31.01972622072835
,2.0,12.0,45.05466510453261
21.217420578093602,3.0,19.0,52.13655701571333
23.656964059286683,3.0,7.0,41.64802313866575
23.605332957300714,5.0,11.0,53.247816298599346
26.90494593890416,4.0,6.0,47.609761874581054
25.184076620921587,3.0,9.0,
,3.0,13.0,
21.586583631562235,1.0,8.0,30.03138776962546
21.61251832528694,5.0,11.0,51.709894028727334
24.05215395178507,3.0,8.0,36.45673648276166
23.376387023775013,2.0,15.0,49.63863488792714
24.62603623469429,3.0,19.0,60.70075211204679
23.993540506446195,4.0,8.0,39.803212741803726
32.967253542901986,4.0,17.0,60.10096063615789
21.2035856957997,1.0,16.0,40.279683244729895
24.573544036030007,4.0,7.0,42.48863722843633
22.841490509733266,3.0,10.0,44.543138918277265
28.852649392382514,5.0,5.0,43.79103643898553
,2.0,16.0,38.95119178255301
15.980479415467663,1.0,,40.88602465411849
28.146475432471128,1.0,11.0,44.94597396642259
25.897750606560724,2.0,18.0,50.3081112074502
23.07868179478723,2.0,20.0,55.15810738253908
18.340816910498454,5.0,11.0,51.87602195501952
28.454093460886476,5.0,17.0,60.70318246534836
24.276256015462643,5.0,15.0,54.33501452244542
19.143360550963486,4.0,15.0,50.08058054559883
19.672997074985226,1.0,12.0,33.37480285368531
18.83714593050079,4.0,17.0,53.31603047431442
29.06812068267802,2.0,9.0,43.773111169567876
21.163633873890152,5.0,19.0,57.90416519535043
16.919342734146365,1.0,18.0,43.02945061164175
19.101705704244,,7.0,28.56441168363055
27.606384624290214,2.0,5.0,40.418603255755656
25.097788239880526,2.0,13.0,46.036677201690395
18.488053496350506,4.0,13.0,52.317767723987295
,5.0,17.0,51.89757754665356
19.103356644276307,4.0,14.0,46.14033949865118
23.399203677432062,5.0,20.0,65.86298444759126
19.951991074701304,5.0,19.0,61.33546848304002
19.15141653896072,1.0,,30.15633470843384
22.104512991213433,1.0,17.0,44.6263283263652
19.119281319853734,4.0,18.0,51.23130601554979
16.481398172098746,4.0,19.0,49.65438797065094
14.950065362252591,3.0,16.0,
,5.0,19.0,58.177003520770924
18.388739263061403,1.0,9.0,31.95033701256499
23.25762358853117,5.0,7.0,41.82949170531196
22.392580291829745,1.0,15.0,42.08471192565963
17.813774298573172,2.0,7.0,32.083635882270926
,1.0,5.0,180.95787046273995
15.92901915861956,4.0,14.0,49.023030998585114
26.79982444659499,2.0,10.0,40.72949918295705
16.160998157979886,,19.0,52.47597845554768
20.329550529343578,4.0,18.0,55.836473099202365
26.137121118442955,4.0,14.0,53.972358012164484
26.325085029058588,4.0,19.0,63.6413543727469
17.722975281627487,3.0,,30.49859368769585
22.359084212492967,2.0,8.0,38.937189239198176
16.37022582129597,2.0,18.0,47.780301638833
20.96845317552075,2.0,9.0,33.96214473776156
24.107901862051275,1.0,18.0,48.045723041237615
19.238551251815977,4.0,15.0,47.51780350795687
29.405259877530614,3.0,18.0,59.24826477078043
24.47962956606727,3.0,15.0,53.3020906529421
25.413366642664965,,18.0,58.499024041760315
19.173116250174093,3.0,17.0,48.82895835545209
21.340972653746768,5.0,7.0,38.887439494047925
23.504369383570186,5.0,7.0,39.617617289572685
26.338798027310535,2.0,16.0,51.011855764651735
25.540812351370818,3.0,20.0,58.33038772690106
19.9745853736673,4.0,11.0,48.471474975368714
,1.0,13.0,33.44111384784584
16.0780729742798,2.0,7.0,34.71985233455965
32.69771779744613,2.0,9.0,47.492998349271915
27.67778471777227,5.0,7.0,44.76766603617314
29.27350238878556,3.0,20.0,58.57846699287188
21.263855558522025,2.0,17.0,48.569218547155124
32.137246060296846,3.0,11.0,45.88276657517672
24.571384813307,2.0,12.0,44.56655443482097
23.1898452901428,3.0,9.0,44.148454621813514
19.371747398507196,5.0,13.0,52.6277172986104
14.94124182735752,2.0,20.0,55.6051384624216
25.414577134204684,4.0,20.0,60.88652727707171
22.373596533835663,2.0,13.0,41.14373544892571
21.9818426613188,3.0,9.0,41.411032230646704
15.255424256088286,1.0,,41.207953669100256
11.989053413099448,4.0,9.0,36.031324283385274
16.4507429597862,1.0,6.0,23.48668988100665
26.433760000440532,1.0,15.0,44.36380094110824
31.519688988553007,3.0,6.0,36.99802201303589
18.73810938707766,2.0,5.0,27.031402068698334
20.35292536947878,5.0,,43.193195612301494
14.149777924833312,3.0,12.0,39.74899731253523
16.940827031240538,1.0,19.0,48.2213389353644
23.598823878056713,5.0,14.0,56.52600541087047
18.133885051809223,5.0,6.0,40.39979374476807
22.510133242210042,2.0,8.0,
28.162548325742286,3.0,8.0,
21.061960925079763,3.0,16.0,51.36928385646098
16.20005153283344,2.0,15.0,46.52426257153496
30.318556274552385,3.0,11.0,49.64355137823126
25.034713906776485,1.0,7.0,36.655979851999284
23.025522307296598,1.0,6.0,37.7651262580433
23.57942539937824,3.0,5.0,39.716707705335125
20.91315922393811,5.0,19.0,64.72990210135065
25.45736855561288,1.0,8.0,38.0643918098105
15.047717650175672,5.0,18.0,55.84371729344761
21.895381482900294,2.0,8.0,37.10616372038769
16.080707213350955,3.0,,25.861724633181073
21.646723676862727,5.0,14.0,
25.210282589568724,3.0,20.0,58.36834111121039
21.14133560997549,5.0,11.0,48.50719334154736
,4.0,8.0,48.6056692432887
21.847339275572967,5.0,16.0,56.609725464386315
18.546510392668935,3.0,19.0,55.08922964523805
23.615624253056357,3.0,6.0,35.12140735057076
23.20983465104051,2.0,10.0,
23.695051837207828,2.0,5.0,26.94859689873206
22.278806098357734,5.0,9.0,43.29010291867105
21.546779011470413,1.0,20.0,54.16479063362777
26.733033279155467,5.0,18.0,
13.895048488127435,5.0,11.0,42.833786368897755
25.786243169612128,3.0,18.0,59.94123786719551
19.154767023952296,3.0,14.0,43.442209506476125
,2.0,,32.49601348153879
17.591476177224877,4.0,14.0,48.176124486195526
28.352382404950045,2.0,15.0,54.97825135212561
11.7104073947529,4.0,9.0,29.711882615790344
,5.0,15.0,46.791020007557194
,3.0,20.0,55.69461649242794
25.430300813376007,4.0,12.0,
15.4028393359173,5.0,13.0,53.93256675435186
24.61643339646767,3.0,,48.30126763220942
27.438764120390026,1.0,,55.45394053254506
17.50841178427992,4.0,5.0,32.92209244822262
9.2071433022367,3.0,,37.35117152057463
25.767544224737225,3.0,20.0,62.78434130652596
21.14985498717102,4.0,12.0,49.53754019498168
21.538055223421082,3.0,,30.33023100582506
27.374771200924172,3.0,6.0,37.92290125776665
25.79176606247665,1.0,15.0,42.84346868336353
19.15998065379518,2.0,10.0,37.682601144615276
22.756011801941426,5.0,18.0,60.18308022761382
17.58677739729316,5.0,16.0,49.92861629289449
24.234906189715925,5.0,8.0,48.66628037421802
21.639726056954252,3.0,15.0,
24.546251500335323,5.0,14.0,54.1202272984216
18.78765044798924,3.0,18.0,53.31006230461167
23.101538227224548,3.0,18.0,58.739258261045336
23.662318495416727,4.0,18.0,57.668146556513896
24.840757177204388,3.0,15.0,49.74759833733129
22.414810825769038,1.0,15.0,42.37430582085437
11.856092507815063,1.0,13.0,33.190220369565765
24.53657314334519,,17.0,43.821411862148864
16.06668372651153,3.0,18.0,48.01763919304687
27.106380202310543,3.0,5.0,36.81240716890579
21.904482993740405,1.0,11.0,36.24512969483759
21.986924009645954,1.0,12.0,33.97422349650292
18.750248514439342,3.0,12.0,41.912555541901696
30.770257907108494,1.0,13.0,47.70145643193443
18.111890145272948,5.0,9.0,41.97297408324613
28.94840038475033,3.0,9.0,44.23300352714271
30.209612455420128,5.0,5.0,47.709951297210566
37.83278416280248,1.0,7.0,43.248698800591676
28.91977773260292,1.0,10.0,36.34742918529359
21.613418569402562,3.0,13.0,46.2677637139169
,2.0,14.0,41.668858563722345
18.42689855176866,,10.0,33.46078940984149
14.69486210221633,2.0,16.0,42.10540976857348
29.024238563812354,4.0,17.0,57.25956680611188
23.892521451422414,1.0,6.0,32.02809487528522
16.682394461683106,2.0,7.0,25.538032783987678
25.996791961664115,2.0,6.0,
22.726711090896746,,16.0,47.48895860060761
27.42099138655658,1.0,13.0,49.52279460184167
24.07712106093246,1.0,17.0,44.552029314513426
,2.0,20.0,46.35727571211488
23.113144215398304,1.0,15.0,43.145840009623825
26.86417681585726,3.0,8.0,41.35484921221063
22.848733523204732,1.0,17.0,47.85306030409417
22.82479824200637,2.0,10.0,39.47207888823
16.086996673297257,3.0,15.0,43.57510480383683
19.09770380354134,2.0,18.0,52.08373593708744
22.589692106998147,1.0,19.0,50.56441994359838
26.31191161816235,4.0,13.0,53.74416939362472
19.384027245689822,4.0,6.0,38.11163687379127
20.42907945962085,5.0,9.0,47.266176219035
32.99915310083911,3.0,20.0,69.63605707336399
17.452966388439066,5.0,6.0,38.72091081122933
21.095985806087313,3.0,13.0,48.96418620981217
17.427968841410163,1.0,10.0,31.486283113685637
22.225683342053333,4.0,5.0,33.6408062812058
26.316303234926856,2.0,18.0,
26.35952523841616,2.0,17.0,47.077853255748046
24.262494149425105,2.0,20.0,53.17976746825399
28.537432515249826,1.0,17.0,51.559542675588865
22.164490646952817,5.0,7.0,45.40806635062128
25.487178515911037,2.0,10.0,41.90382499600554
17.177082842643976,3.0,17.0,48.24273477836746
27.308597827080686,2.0,13.0,43.10428022737499
19.06395852408412,3.0,12.0,39.94399181723646
28.621188084055177,2.0,14.0,52.909644631186886
16.935030920247293,3.0,18.0,49.06735948882986
23.725327721452263,4.0,18.0,56.769621891827654
23.645277617101474,5.0,12.0,49.33866673786504
23.63093355470693,2.0,5.0,30.72474475516861
21.38963017116171,2.0,7.0,34.6945155366687
29.98030655428939,5.0,15.0,63.04986531049623
24.14311356405299,3.0,11.0,51.32115143090617
16.37257054243497,4.0,8.0,32.93416692925097
19.537817697235813,3.0,7.0,37.30091390050864
,2.0,12.0,43.3894047290662
17.629880768625995,5.0,18.0,61.141639400331115
31.29640254641116,5.0,12.0,60.70078324156839
20.275126385131365,4.0,6.0,38.080553775756236
12.935770218453936,2.0,13.0,42.49179147311139
26.58251717170283,3.0,16.0,60.57017067110477
17.556799927852182,1.0,15.0,43.47484952366486
3.4466027476229435,4.0,18.0,49.744375226220626
,5.0,7.0,42.67590929806478
15.552205779574006,5.0,19.0,59.20482586600735
22.9477954658348,2.0,6.0,32.7744457816951
25.467416566885646,5.0,7.0,44.93457113597313
26.009753979823685,5.0,11.0,54.90327248176077
20.851363218375056,2.0,10.0,41.717046486109155
13.97918534404125,4.0,19.0,52.47818158563577
28.458963076944123,1.0,13.0,47.33621123734166
22.449290257745467,1.0,6.0,33.62775617220259
22.217559448281847,,18.0,56.778339815303035
14.206310076980278,4.0,18.0,54.36517180297679
18.424181415595523,4.0,,37.55462044731325
22.65641482431978,4.0,14.0,51.01411676561933
20.875889472520765,5.0,15.0,55.35427088956041
22.726643415814728,1.0,18.0,51.55259807810991
16.9262886141981,1.0,11.0,34.152366104012344
13.334402780945247,1.0,6.0,20.6775750480182
23.55163450609019,2.0,15.0,43.89806843335363
,4.0,7.0,39.5109635171475
27.37025569914497,4.0,11.0,55.417529040121046
28.68519748819361,2.0,14.0,53.63997642168766
21.14387428930463,1.0,5.0,30.121066923788888
,1.0,15.0,37.630522011456165
28.436993083575146,1.0,13.0,47.49975574415905
26.53658763345532,,11.0,51.03747220982172
17.515244540430327,5.0,16.0,50.05095474891692
31.327446094883115,1.0,9.0,42.86693286043851
23.341438597119748,3.0,13.0,47.19946863419934
21.194244691568596,4.0,19.0,56.93261552445317
15.366962975451457,1.0,6.0,28.071244189430065
20.166309225428023,2.0,17.0,43.26810642365769
24.829989310070808,4.0,7.0,45.21584732867441
23.859639305216877,2.0,5.0,25.064879057376977
29.123954371598412,,17.0,48.042880906057945
26.921321183052513,4.0,20.0,61.76872150816815
17.125911753371184,5.0,11.0,48.27240612004776
20.945222071090743,,9.0,40.69007195188353
20.217379311238552,2.0,7.0,35.616737290917385
18.330277079903258,4.0,20.0,
18.330064760619265,4.0,19.0,54.429342149224304
17.27021600721497,3.0,16.0,
17.18805209126166,5.0,20.0,57.28176052410236
21.48977211918752,2.0,14.0,43.18813549462107
23.674653292737503,1.0,13.0,42.823460189182576
28.07102588068595,5.0,16.0,55.05700759133328
17.68837548641121,5.0,15.0,52.709989304935334
,4.0,14.0,47.88783202331656
6.2249315416372095,4.0,7.0,21.530465752738266
21.03423576746683,1.0,5.0,25.800213590657112
22.873987380297724,1.0,17.0,46.01165495157918
19.16810328860508,2.0,14.0,45.18306155042994
22.116366157002304,3.0,13.0,44.92940618067762
17.810512010982894,3.0,11.0,35.54649699539805
18.035488753110865,1.0,13.0,40.60262657716615
